ACCID;ACCUSERNAME;ACCPASSWORD;DATEOPEN;TOTALMONEY;DVT;CUSID;BranchID
A00002279;2312318280;Vito1994@OMNPDY1TQN;2020-11-15;40550628;VND;C00002759;BR0000033
A00002280;6018531510;Christy1995@S1ZNMTH4E3;2019-12-04;139497902;VND;C00002760;BR0000017
A00002281;2123271969;Connie1997@PSHKF4WIKS;2018-01-10;186258631;VND;C00002761;BR0000021
A00002282;4316628446;Emma1973@ALKWAKTNUV;2019-06-02;640575031;VND;C00002762;BR0000027
A00002285;9157795619;Olivia2001@QFEYQ83A9U;2020-09-13;935080157;VND;C00002765;BR0000017
A00002286;7189098828;Advik1979@HTE8G2A4WM;2019-12-17;448011608;VND;C00002766;BR0000029
A00002287;2120315788;Daxon1984@S6SDICTOZS;2021-09-01;567514377;VND;C00002768;BR0000021
A00002288;9784997589;Eitan1957@AU0YZFM6V1;2020-05-25;471119204;VND;C00002769;BR0000019
A00002289;2120602173;Ethen1974@VBXBRGBPCJ;2018-11-07;293108822;VND;C00002770;BR0000021
A00002290;6433840392;Glen1940@ZCRADWJYHY;2020-10-25;278006642;VND;C00002771;BR0000042
A00002291;8162848111;Isabella1939@CQM5OY8Z3I;2021-05-03;837273009;VND;C00002773;BR0000036
A00002292;7729094483;Mia1998@Y377IIW6S0;2021-10-24;314196770;VND;C00002775;BR0000008
A00002293;9215418001;Abigail1954@IUX2THYHGT;2021-11-11;215534528;VND;C00002776;BR0000035
A00002294;4350924027;Emily1990@G312Q66GJ9;2020-04-25;650939867;VND;C00002777;BR0000029
A00002295;5089526679;Jan1984@6D1MKBVJSE;2019-07-13;552316725;VND;C00002778;BR0000019
A00002296;8730454797;Jaxyn1968@DK1Y0ICQI7;2018-08-13;288350725;VND;C00002779;BR0000027
A00002297;9194580628;Harper1980@QQTLFUPLGN;2020-01-23;514760025;VND;C00002781;BR0000029
A00002298;1488523006;Jerimiah1960@ZQJ2108IHE;2018-02-09;308787324;VND;C00002782;BR0000035
A00002299;2121900724;Jhett1960@M9MEDP4RYI;2021-05-17;861266897;VND;C00002783;BR0000021
A00002300;3112876056;Madison1978@Z6TGZPVP27;2019-01-17;72096285;VND;C00002784;BR0000017
A00002301;8992603666;Kenyon1982@HFEWIU62DH;2019-11-26;75463855;VND;C00002785;BR0000013
A00002302;6710853435;Ryley1971@JZ2X1O2ORV;2021-03-25;847610448;VND;C00002786;BR0000025
A00002303;6668336908;Amelia1996@9VT17E1YVK;2020-06-16;260180764;VND;C00002787;BR0000008
A00002304;2531321893;Elizabeth1971@3HBKQRQDR0;2019-02-27;316002036;VND;C00002788;BR0000036
A00002305;2120384979;Sofia1971@SYAAD51WNT;2019-04-28;201976980;VND;C00002789;BR0000021
A00002306;3940520670;Evin1995@FVAA5A530Y;2020-01-01;216625620;VND;C00002790;BR0000009
A00002307;7818871135;Flint1941@84XGLDNWYM;2021-06-30;950778482;VND;C00002791;BR0000019
A00002309;8865149424;Hiro1985@EV0O0ZS4N8;2021-06-09;411953631;VND;C00002794;BR0000049
A00002310;8811426760;Isael1994@4YFC0Y4ZF3;2021-06-21;361370680;VND;C00002796;BR0000050
A00002311;9540820678;Jaiceon1970@AK5CV8RBD0;2021-10-27;857511345;VND;C00002797;BR0000015
A00002312;6179522067;Jarrod1951@QBBLI3JF9K;2020-02-12;221608781;VND;C00002798;BR0000019
A00002313;7874081352;Avery1981@268D7DON75;2018-11-03;793364056;VND;C00002799;BR0000044
A00002314;7811530742;Jaziah1969@954MFVHD6I;2018-04-24;807306333;VND;C00002800;BR0000033
A00002315;5854496472;Johnson1939@MPGID95BMN;2018-10-28;799513050;VND;C00002801;BR0000021
A00002316;2120087398;Chloe1986@3LNSQD60QH;2019-02-14;667272003;VND;C00002802;BR0000021
A00002317;4803682737;Juancarlos1951@DPY2C8R6JI;2021-09-10;647984006;VND;C00002803;BR0000017
A00002318;4223929843;Juanpablo1984@WYFWZPVJBN;2021-12-24;176482732;VND;C00002805;BR0000024
A00002319;5087913193;Grace1975@5TXBNY5NIF;2020-09-21;361789379;VND;C00002806;BR0000019
A00002321;6021919474;Victoria1994@GXJ5N589X2;2018-08-31;617832796;VND;C00002808;BR0000011
A00002322;1012217741;Kharter1999@GW0UV2TJZH;2019-09-23;657477965;VND;C00002809;BR0000051
A00002323;3237451500;Masiah1991@Y5LYI32K5R;2019-12-14;696794811;VND;C00002810;BR0000003
A00002324;2124066581;Aubrey1966@WD9MEG7L3Z;2020-02-06;721666428;VND;C00002811;BR0000021
A00002325;9789805167;Scarlett1990@S8AS93USUD;2018-01-20;797221573;VND;C00002812;BR0000019
A00002326;7293996087;Oziel1961@VQR4XWAHEG;2018-09-30;972105510;VND;C00002813;BR0000029
A00002327;8544448050;Zoey1993@U2G8GCZOIT;2021-11-01;571900444;VND;C00002814;BR0000040
A00002328;5504664772;Sahil1950@XKMJJXZZJV;2021-10-17;70299348;VND;C00002815;BR0000023
A00002329;2123090752;Lily1997@DVDHLAP5V8;2021-09-24;318195121;VND;C00002817;BR0000021
A00002330;6096473562;Shayan1983@JXQ5EYICPE;2019-01-18;770718499;VND;C00002818;BR0000001
A00002331;1564800518;Tre2000@7WSOIYDUXF;2020-10-28;238733180;VND;C00002819;BR0000011
A00002332;3158946674;Tytan1986@GUP61Y9FT8;2018-11-24;37094812;VND;C00002820;BR0000021
A00002333;8951826351;Lillian2000@SXLD4V2YU6;2021-04-15;158994349;VND;C00002821;BR0000047
A00002334;7162751310;West1978@Y1MPX9EEGH;2021-07-23;136435901;VND;C00002822;BR0000021
A00002335;8654441244;Natalie1966@D44Y4LNN9Z;2020-02-08;966013324;VND;C00002823;BR0000029
A00002336;8588693861;Wylie1961@6Q87VZDSVK;2020-10-31;303221596;VND;C00002824;BR0000016
A00002337;6179025032;Zacharias1978@R1B6LVOB6D;2019-05-22;979649268;VND;C00002825;BR0000019
A00002338;6174119145;Zen1955@CP7HQS8UPC;2021-03-27;180816729;VND;C00002826;BR0000019
A00002339;5852136714;Ashtyn1943@4RISV3V39B;2018-05-09;555529208;VND;C00002827;BR0000024
A00002340;8769616357;Hannah1969@L9OFWT63I1;2020-05-27;702009375;VND;C00002828;BR0000020
A00002341;1069066705;Aria1959@N0L493CQ1G;2018-12-04;505282697;VND;C00002829;BR0000051
A00002342;4136719950;Ciaran1994@BMFJ78XZPM;2020-01-03;284658185;VND;C00002830;BR0000019
A00002343;7185085827;Layla2000@SIVWU799HB;2019-03-30;639441818;VND;C00002831;BR0000017
A00002344;2617520589;Davonte1947@6ZEUE2KXE5;2021-09-08;837860747;VND;C00002832;BR0000032
A00002345;2145529006;Dyson1969@5WIT3R2OJP;2020-03-14;203076107;VND;C00002834;BR0000024
A00002346;4407284833;Elyjah1986@WMHBVJA5CU;2018-03-01;382746080;VND;C00002835;BR0000001
A00002347;9788100646;Alexa1939@DL8DXT9M22;2020-06-06;676893611;VND;C00002836;BR0000024
A00002348;6172960086;Gregorio1985@X0HBY8PV12;2021-08-28;90991080;VND;C00002838;BR0000019
A00002349;1728865663;Emma1948@OKI4CTE5D1;2019-10-02;542964296;VND;C00002839;BR0000003
A00002350;8124528604;Olivia1993@5J1ZNJ18EX;2021-02-15;191367528;VND;C00002841;BR0000049
A00002351;4589338684;Jakoby1978@1ZWTD9SFGC;2020-09-22;278044737;VND;C00002842;BR0000007
A00002352;4444218596;Sophia1986@YD5PSDU7BU;2018-10-18;852401299;VND;C00002843;BR0000029
A00002353;4136783086;Kavin1982@0BUPZRH260;2018-02-25;877200902;VND;C00002844;BR0000019
A00002354;5698484390;Layden1972@6V8OCZNZH3;2021-02-23;352150636;VND;C00002845;BR0000010
A00002355;2122486363;Ava1989@KPQV0L4JZ0;2020-12-21;3487648;VND;C00002846;BR0000021
A00002356;9469890370;Isabella1962@5D85E0FM50;2018-09-02;356902187;VND;C00002847;BR0000034
A00002357;6710214375;Mckinley1948@1XBO2A9U95;2019-08-04;831784272;VND;C00002849;BR0000040
A00002358;5764036417;Mendel1990@R7R8QG05TR;2019-09-08;80509769;VND;C00002850;BR0000010
A00002359;4717068935;Shiv1959@V0WMSNGRGR;2019-07-31;423272630;VND;C00002851;BR0000001
A00002360;7140739055;Mia1962@JT2W739N9A;2020-06-30;115199645;VND;C00002852;BR0000048
A00002361;9173236841;Abigail1976@OQJR22I6FV;2019-06-19;2872073;VND;C00002853;BR0000015
A00002362;8260356719;Sylvester1969@2O1EZS7EJ7;2020-12-16;692509781;VND;C00002854;BR0000009
A00002363;4270997774;Syrus1943@KJH0LJUM5Y;2019-02-07;470039964;VND;C00002856;BR0000046
A00002364;5819370131;Willis1947@QRS25DNHML;2021-12-18;267791034;VND;C00002857;BR0000051
A00002365;2780968216;Charlotte1946@L79XSMSKD3;2021-11-22;713777815;VND;C00002858;BR0000031
A00002366;2745534193;Harper1948@FH3W5EL84E;2020-11-05;753596199;VND;C00002859;BR0000017
A00002367;4265690696;Xavion1978@Z3RGHAH3LZ;2021-01-09;387203752;VND;C00002860;BR0000015
A00002369;5331296610;Madison1984@XBMN204MMF;2020-02-17;667659400;VND;C00002862;BR0000036
A00002370;4137944860;Amelia1972@BZ53BUEGIB;2021-01-07;613900945;VND;C00002864;BR0000019
A00002371;7184231016;Ashwin1968@GA6ONMYA9B;2021-11-29;999834326;VND;C00002865;BR0000050
A00002372;2125910749;Sofia1980@J0NTRCYTZZ;2019-11-19;639978523;VND;C00002867;BR0000021
A00002373;9820122776;Avian1953@71GIIW5BHB;2021-09-17;299400574;VND;C00002868;BR0000020
A00002374;2124283914;Deklyn1995@SFJB7FCIY2;2018-08-11;455660738;VND;C00002869;BR0000021
A00002375;4035612605;Dempsey1979@JZ4X4HMW5W;2019-01-27;648710995;VND;C00002870;BR0000027
A00002376;6175410202;Evelyn1987@KUI1P38CWL;2018-07-22;634509890;VND;C00002871;BR0000019
A00002377;3155486038;Avery1953@VNMG6YW7CZ;2020-09-24;483422125;VND;C00002872;BR0000021
A00002378;1479906374;Chloe1995@2IHCE7YQRZ;2020-04-24;405048772;VND;C00002873;BR0000009
A00002379;3430105871;Gavriel1992@CR7ZRA8X98;2019-11-04;611354755;VND;C00002874;BR0000034
A00002380;1556676626;Gracen1956@5SBXILPN9N;2018-10-31;209031547;VND;C00002875;BR0000029
A00002381;2126787855;Khamari1997@RR3RKCMDJ6;2019-10-22;976090691;VND;C00002876;BR0000021
A00002382;6170420165;Lemuel1952@LXVCSZFDIH;2018-08-11;411653973;VND;C00002877;BR0000019
A00002383;6944248121;Madison1967@ZTNTOR7BHJ;2019-02-28;660540873;VND;C00002878;BR0000017
A00002384;5542197851;Mahmoud1997@2JNSWFDAGT;2020-11-20;478723966;VND;C00002879;BR0000038
A00002385;7816178265;Malek1972@LL9OUB2P0Y;2018-05-11;210536214;VND;C00002880;BR0000019
A00002386;4098077789;Ella1987@FXGSYQ4V1B;2020-07-30;624509028;VND;C00002881;BR0000028
A00002387;6556921502;Meyer1951@H00ZQ61D92;2020-07-04;767934826;VND;C00002882;BR0000029
A00002388;4643419697;Rudra1973@D94YZ87KSI;2018-07-05;920493674;VND;C00002883;BR0000039
A00002389;8279948331;Grace1978@7LG5BPUIKQ;2019-02-28;827186225;VND;C00002884;BR0000038
A00002390;2123016207;Victoria1985@DTYERD6B2V;2019-06-15;767034654;VND;C00002885;BR0000021
A00002391;5225054831;Aubrey1981@G98ZC14T5F;2018-05-24;643037417;VND;C00002887;BR0000033
A00002392;2127845108;Scarlett1998@Z8UDX6IKGS;2020-02-19;566309348;VND;C00002888;BR0000021
A00002393;1392290255;Tracy1963@JRUXH0TFDP;2021-11-22;766034628;VND;C00002889;BR0000002
A00002394;1238283437;Zavian1971@12LN5P1V9P;2021-08-18;502528342;VND;C00002890;BR0000008
A00002395;6253814143;Addison1961@42XBUPWPW3;2019-08-08;371870451;VND;C00002892;BR0000022
A00002396;1201234105;Lily1947@LUYSII9R12;2021-12-28;157783471;VND;C00002893;BR0000033
A00002397;3557413745;Lillian1968@XD8W02XFB6;2018-07-19;437431829;VND;C00002894;BR0000029
A00002398;5958860144;Natalie1997@B1GEST9MXA;2021-06-06;976400250;VND;C00002895;BR0000029
A00002399;2123174218;Hannah1995@CLU2NIVK1Y;2020-03-17;963155478;VND;C00002896;BR0000021
A00002400;8954761662;Abiel1945@C1G1O19URT;2018-04-11;68766552;VND;C00002897;BR0000038
A00002401;6047454527;Aj1938@O41OX4GD9N;2019-06-13;83233864;VND;C00002899;BR0000009
A00002402;1176887009;Coleton1943@Z4TB6PNH5V;2018-03-21;526664981;VND;C00002900;BR0000049
A00002403;2976950057;Layla1959@Y5OOEUCXMX;2018-02-28;937844417;VND;C00002901;BR0000002
A00002404;1503868887;Brooklyn1979@5LTS72BOF0;2019-01-23;62842727;VND;C00002902;BR0000011
A00002405;2981166762;Alexa1966@FB1PYEN55S;2021-07-09;194702245;VND;C00002904;BR0000041
A00002406;4611858491;Jeff1954@7GC9IH7HBV;2018-11-12;685206402;VND;C00002906;BR0000006
A00002407;2124032844;Joseluis1991@54IQCFXEYJ;2020-07-23;971650528;VND;C00002908;BR0000021
A00002408;3748138401;Karas1956@67SJ74DFMY;2020-03-31;939586273;VND;C00002909;BR0000048
A00002409;9144450614;Kayne1956@P4GARJCTHA;2020-03-08;359406147;VND;C00002910;BR0000021
A00002410;2954578932;Loren1952@EFP5PT64OG;2021-08-22;956094951;VND;C00002911;BR0000047
A00002411;6989623128;Marquez1982@WNDIBX5JWB;2021-10-14;805245864;VND;C00002913;BR0000014
A00002413;4302615670;Sophia1974@4DVL38K4JP;2018-11-03;560099028;VND;C00002915;BR0000051
A00002414;2121973322;Merritt1992@XIMO2QKLUL;2019-02-03;735277134;VND;C00002916;BR0000021
A00002415;4680956622;Montana1960@5VEE38VIMT;2018-04-18;68813655;VND;C00002917;BR0000009
A00002416;8554175872;Oden1987@MZMBYYBI04;2019-01-18;443448806;VND;C00002918;BR0000006
A00002417;3287607956;Isabella1982@6JLL9RQG3M;2018-04-13;486205948;VND;C00002920;BR0000014
A00002418;3778596004;Mia1996@GUXJDQAXH6;2020-05-15;177218847;VND;C00002921;BR0000041
A00002419;4592676456;Ren1960@O9FED4MRE7;2019-03-23;462149994;VND;C00002922;BR0000005
A00002420;9943589167;Abigail1997@VVG2EZJURD;2020-01-09;830270818;VND;C00002923;BR0000023
A00002421;6109729834;Emily1961@LIVQGOQ1SY;2021-04-11;730609909;VND;C00002924;BR0000049
A00002422;4221063624;Zach1954@WDXQC8D3VR;2018-07-23;28708471;VND;C00002926;BR0000001
A00002423;8689393580;Beckam1952@DV1CQJOWBT;2019-08-30;615465812;VND;C00002928;BR0000024
A00002424;2121683215;Blair1978@7S39K2YQV9;2018-02-12;252479659;VND;C00002929;BR0000021
A00002425;7437380264;Darin1961@Y9VC2EOMOW;2020-05-14;268401475;VND;C00002930;BR0000008
A00002427;2129019701;Harper1960@A3CXI64NRW;2018-10-26;266115665;VND;C00002932;BR0000021
A00002428;2208276482;Darion1962@3OXFHEB330;2021-01-30;485144819;VND;C00002933;BR0000003
A00002429;5086985449;Amelia1964@ZJXME5AORG;2021-11-27;839361170;VND;C00002935;BR0000019
A00002430;5469412238;Elizabeth1965@P8Y5DFCPF5;2020-11-06;620197554;VND;C00002936;BR0000022
A00002431;6276847552;Dixon1969@TDWRC2RZQN;2019-03-09;24092626;VND;C00002937;BR0000007
A00002432;9264519819;Sofia1941@X3B4BMTKB3;2021-05-08;479351690;VND;C00002938;BR0000011
A00002433;9118089429;Everardo1938@VXKYOWL5ZS;2019-05-02;308483855;VND;C00002939;BR0000011
A00002434;2124538905;Jimmie1985@G9CW9Y2BIV;2019-01-03;206843533;VND;C00002940;BR0000021
A00002435;7509022161;Jovany1971@YBFWSVZR8F;2021-08-21;568886846;VND;C00002941;BR0000024
A00002436;2536119439;Evelyn1986@PNPMUK1PU7;2020-05-30;296163186;VND;C00002942;BR0000024
A00002437;2121630905;Avery2000@EN7D1SKAXA;2021-05-25;790951990;VND;C00002943;BR0000021
A00002438;6170889342;Chloe1963@JJ194Y36FJ;2019-12-22;404539333;VND;C00002944;BR0000019
A00002439;7095255928;Karsten1941@TC32VKZCOX;2020-12-11;266141264;VND;C00002945;BR0000007
A00002440;5046295371;Grace1977@OASJCTW500;2018-04-21;183968755;VND;C00002947;BR0000040
A00002441;9038804160;Kasyn1998@05O6R9PFH0;2021-06-04;520904882;VND;C00002948;BR0000046
A00002442;6770063305;Kekoa1963@E420XIVFP4;2021-08-25;453912109;VND;C00002949;BR0000020
A00002443;7953911694;Osmar1964@83N9BESVLX;2020-12-24;290860769;VND;C00002950;BR0000029
A00002444;9145755955;Victoria1970@820DDYDKVD;2018-04-04;470940617;VND;C00002951;BR0000021
A00002445;8986257778;Aubrey1998@NZ6H0EZM09;2020-11-12;634408516;VND;C00002952;BR0000024
A00002446;9679324739;Ozzy1956@Q5X4QK6K34;2018-07-24;195256100;VND;C00002953;BR0000022
A00002447;6840090681;Scarlett1979@PT8OVSI372;2021-06-08;585756169;VND;C00002954;BR0000024
A00002448;4383566438;Shia1959@2GVSJQDLDT;2020-12-24;605131285;VND;C00002956;BR0000030
A00002449;2734726062;Tru1998@SB0Y7HFMP6;2019-08-05;546527987;VND;C00002957;BR0000030
A00002450;5082084851;Tye1995@ESV9WA61JX;2021-04-30;3991985;VND;C00002958;BR0000019
A00002451;6295591772;Tylen1977@EGZTLUW6XK;2021-04-27;316041743;VND;C00002959;BR0000001
A00002452;2122438948;Zayan1948@A0URZFMLZV;2020-07-12;137218212;VND;C00002960;BR0000021
A00002453;2120907062;Zylen1958@2NDF9DONSV;2021-05-17;219303897;VND;C00002962;BR0000021
A00002454;9110256342;Ahmari1998@KGTXO3M91L;2019-12-08;307008814;VND;C00002964;BR0000011
A00002455;5108996373;Lily1938@5HXDX7HI2H;2019-09-15;274447775;VND;C00002965;BR0000039
A00002456;6173818428;Akiva1975@J2PILMID4O;2020-11-20;302159907;VND;C00002966;BR0000019
A00002457;1267264452;Lillian1981@7N5KR6HFV4;2021-05-20;462706159;VND;C00002967;BR0000024
A00002458;8082687264;Antwon1982@TXPTXFXV7D;2021-06-15;574141842;VND;C00002968;BR0000038
A00002459;9788551335;Breckin1943@2LVU4WUTS3;2018-08-14;963084945;VND;C00002969;BR0000019
A00002460;2129286339;Hannah1997@W9F1VN59J4;2020-02-02;800804010;VND;C00002971;BR0000021
A00002461;2124700776;Camari1996@HDE70CFV6G;2020-09-17;564873537;VND;C00002972;BR0000021
A00002463;6179779437;Aria1971@3Q8RHE211R;2020-11-10;661700313;VND;C00002974;BR0000019
A00002464;3027596047;Layla1963@G843ZXEUSW;2018-09-24;716914590;VND;C00002975;BR0000051
A00002465;5083006419;Brooklyn1942@S7GEZ3Y3HC;2019-10-01;870403128;VND;C00002976;BR0000019
A00002466;2017743925;Crue1983@OV2EYBPBJB;2019-06-16;877012204;VND;C00002977;BR0000016
A00002467;3426495451;Alexa1968@XJCCLB4JPN;2020-10-25;247396562;VND;C00002978;BR0000051
A00002468;7842372376;Camila1981@8RGT5IVP8U;2018-04-22;487838059;VND;C00002979;BR0000044
A00002469;3999163828;Devante1994@E5JVZJJTKA;2018-11-01;672195506;VND;C00002980;BR0000043
A00002470;9696954188;Anna1969@K92995BK32;2019-12-13;991032144;VND;C00002981;BR0000009
A00002471;5286892287;Paisley1993@4LN5ELPLU5;2019-07-28;309034080;VND;C00002982;BR0000018
A00002472;7814297222;Ariana1983@6HHK74IDSR;2020-02-08;369558194;VND;C00002984;BR0000019
A00002473;6766504295;Loyal1972@HT5PQJCERF;2020-07-04;336735310;VND;C00002986;BR0000020
A00002474;8696286012;Sultan1981@YFAGXB618N;2021-09-01;149731001;VND;C00002988;BR0000051
A00002475;1841202278;Aaliyah1969@JWLJIYEYA2;2020-10-31;556709102;VND;C00002989;BR0000004
A00002476;4059480122;Claire1958@RTSF1EMP01;2018-12-11;320631045;VND;C00002990;BR0000037
A00002477;4409281372;Virgil1986@SO9D394CMJ;2018-07-09;367816557;VND;C00002992;BR0000043
A00002479;9925631947;Yehoshua1983@8QVKTHYUXV;2020-02-27;54696082;VND;C00002994;BR0000049
A00002480;2726061785;Violet1961@6BW8DM1ZQ2;2021-05-28;457319809;VND;C00002995;BR0000023
A00002481;2128013177;Zeppelin1985@EE3G6E7H6D;2018-03-30;508583798;VND;C00002996;BR0000021
A00002482;2122065839;Stella1961@OOVV3QYHIX;2019-07-03;664247573;VND;C00002997;BR0000021
A00002483;2129648082;Baxter1981@RSNNQ2CYCC;2021-04-27;973153335;VND;C00002998;BR0000021
A00002484;2465363975;Sadie1999@14OUP9CW15;2018-09-19;16558230;VND;C00002999;BR0000007
A00002485;7711789628;Mila1948@5Q8QJLX2U9;2018-10-07;459767221;VND;C00003000;BR0000008
A00002486;2122636404;Braedon1978@1XT6QMG9DS;2020-12-14;834020709;VND;C00003001;BR0000021
A00002487;4201168151;Gabriella1975@YKWB7KPOZ1;2019-07-30;219638580;VND;C00003002;BR0000031
A00002488;9781063022;Lucy1993@BE0VCHAHVT;2021-10-21;677690603;VND;C00003003;BR0000019
A00002489;5068022644;Deontae1951@U1UPSIHQZ0;2018-10-01;34652968;VND;C00003005;BR0000005
A00002490;5388556069;Arianna1993@H9LTKJCOVZ;2018-06-05;796742513;VND;C00003006;BR0000013
A00002491;9148786846;Fahad1984@TSY5NNHOGT;2018-05-28;3297360;VND;C00003007;BR0000021
A00002492;8238305490;Jacobo1939@LEJUSWK46V;2018-10-29;804794452;VND;C00003008;BR0000024
A00002493;6012015283;Kennedy1977@4TATFG4H7V;2019-12-27;129950443;VND;C00003009;BR0000008
A00002494;7489540259;Jaylan1975@2SK8CDHRRO;2020-01-25;673839754;VND;C00003011;BR0000007
A00002495;8971284012;Sarah1975@DPFC8PSNCA;2021-09-19;300115761;VND;C00003012;BR0000029
A00002496;4138932420;Madelyn1970@BQIB3CEGF3;2019-08-11;198970414;VND;C00003013;BR0000019
A00002497;9305620448;Kolbe1972@YX9BELSOH1;2020-10-26;24426596;VND;C00003015;BR0000024
A00002498;1254568608;Krishna1997@9WHUDJPU2O;2018-03-16;339212044;VND;C00003016;BR0000038
A00002499;2771782133;Maceo1961@2STVA445VP;2018-10-18;290474743;VND;C00003017;BR0000033
A00002500;5088640715;Manny1998@55OFP9LXZ9;2019-02-01;603360572;VND;C00003018;BR0000019
A00002501;3025821086;Manolo1989@8CTQ4DBBXE;2019-09-05;154716021;VND;C00003019;BR0000039
A00002502;2731139563;Eleanor1962@3PHHG0VMLS;2018-12-29;572995344;VND;C00003020;BR0000037
A00002503;2126885499;Reyes1981@VEIMPUGZGX;2021-07-25;471541831;VND;C00003021;BR0000021
A00002504;6367223544;Richie1979@GWDGS9JZXZ;2021-08-09;125860371;VND;C00003023;BR0000009
A00002505;7816672362;Salomon1949@G32W7GK4HC;2020-03-04;379986263;VND;C00003024;BR0000019
A00002506;1330539842;Sulaiman1967@WK5JR0EL5H;2021-05-16;696603888;VND;C00003026;BR0000013
A00002507;4277679395;Anirudh1979@WYO1BO2QK3;2018-01-14;742916706;VND;C00003027;BR0000008
A00002508;9040718781;Hazel1952@PIHC0WY3DZ;2018-07-20;928622250;VND;C00003028;BR0000034
A00002509;7889776636;Croix1990@8QDVLK082L;2019-02-04;438249300;VND;C00003029;BR0000005
A00002510;6078345523;Hailey1996@3AUQQ7IF72;2019-08-30;297183770;VND;C00003030;BR0000017
A00002511;6458431783;Genesis1985@03GUOLWBLR;2018-02-09;695208349;VND;C00003031;BR0000038
A00002513;1681556347;Dayson1984@UILR4EW2CL;2020-01-11;171734904;VND;C00003035;BR0000001
A00002514;3799974725;Kylie1961@M5733XMKFU;2021-10-21;384543438;VND;C00003036;BR0000009
A00002515;8596144003;Eivin1962@T6OKEFO55E;2021-07-08;208887359;VND;C00003037;BR0000041
A00002516;5499403463;Autumn1966@RPOCW97123;2018-03-02;791179389;VND;C00003038;BR0000018
A00002517;9787630248;Piper1989@O7XIBK2FH6;2021-08-26;168299559;VND;C00003039;BR0000019
A00002519;9449638002;Maya1947@SC81WG5M7I;2019-12-07;227483715;VND;C00003041;BR0000044
A00002520;2652047503;Nevaeh1988@MF3WHUDUJF;2020-02-13;752258166;VND;C00003042;BR0000049
A00002521;7852632850;Serenity1971@1RU4YWAY6F;2019-05-25;364849556;VND;C00003043;BR0000024
A00002522;8697531298;Gene1965@69KV0Y2MG3;2018-07-11;314538539;VND;C00003044;BR0000017
A00002523;3468795935;Peyton1970@LSL9WNBL5M;2020-10-13;586444934;VND;C00003045;BR0000012
A00002524;2123359586;Mackenzie1945@DVSACF9G3H;2018-06-23;91023302;VND;C00003046;BR0000021
A00002525;6637755494;Hashim1995@QXSM5B0BGL;2019-05-15;278008190;VND;C00003047;BR0000047
A00002526;9804694248;Bella1943@ZC4EONRBF7;2018-12-11;334535763;VND;C00003048;BR0000009
A00002527;6635963896;Holt1987@96V3ET640N;2020-08-06;598949775;VND;C00003049;BR0000018
A00002528;6178876642;Jaren1948@1CSTZJR602;2020-01-26;505981499;VND;C00003051;BR0000019
A00002530;6467544570;Jermiah1978@FAZ47BRQ0G;2020-10-01;176786324;VND;C00003054;BR0000007
A00002531;4133538129;Kadin1951@D4235WGXGZ;2021-05-31;354722723;VND;C00003055;BR0000019
A00002532;7499612338;Taylor1979@21C3RME01S;2019-06-08;209586121;VND;C00003056;BR0000024
A00002533;4904329128;Camila1963@K18H4XWXKT;2021-12-15;309546826;VND;C00003058;BR0000036
A00002534;5085210253;Lex1997@V2CMWYX3UG;2019-09-25;196395440;VND;C00003059;BR0000019
A00002535;5081229058;Maxson1980@VA0MGVAFD8;2020-11-16;737407635;VND;C00003060;BR0000019
A00002536;6148585216;Paisley1950@49W79JAHGY;2018-07-12;197680926;VND;C00003062;BR0000008
A00002537;5336250496;Nevin1991@3W84K1IBVD;2020-02-13;224993949;VND;C00003063;BR0000001
A00002538;2906573326;Osiel1950@2DPOPAU1RZ;2019-05-14;960877277;VND;C00003064;BR0000031
A00002539;5587285095;Ariana1941@GYQN23YPMN;2020-05-13;18737414;VND;C00003065;BR0000025
